id,split,language,source,text,expression,matched_expression,span_start,span_end,token_span_start,token_span_end,num_tokens,label,label_2,iob2_tags,char_mask
82,train,he,inhouse,אתה ממש משחק באש אם אתה ממשיך להסתיר אתהקשר הזוגי הזה מהמנהלת.,שיחק באש,משחק באש,8,16,2,4,12,פיגורטיבי,1,O O B-IDIOM I-IDIOM O O O O O O O O,00000000111111110000000000000000000000000000000000000000000000
83,train,he,inhouse,כשנכנסתי לעסקה בלי לדעת את כל הפרטים שיחקתי באש ולא התנהלתי בצורה החכמה ביותר כדי להרוויח.,שיחק באש,שיחקתי באש,37,47,7,9,16,פיגורטיבי,1,O O O O O O O B-IDIOM I-IDIOM O O O O O O O,000000000000000000000000000000000000011111111110000000000000000000000000000000000000000000
84,train,he,inhouse,הוא החליט לבגוד באמון של חברו הטוב וממש משחק באש כשמחליט לעשות את זה מכיוון שהם גם שותפים עסקיים וזה עלול להשפיע על העבודה ולא רק על היחסים שלהם כחברים.,שיחק באש,משחק באש,40,48,8,10,30,פיגורטיבי,1,O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,00000000000000000000000000000000000000001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
85,train,he,inhouse,שיחקה באש כשפתחה את הלפטופ של הבוס בלי לבקש.,שיחק באש,שיחקה באש,0,9,0,2,9,פיגורטיבי,1,B-IDIOM I-IDIOM O O O O O O O,11111111100000000000000000000000000000000000
86,train,he,inhouse,"אבא שלי איש מבוגר, הצוות הרפואי אמר לו שלאחר הניתוח בלב הוא נדרש לנוח לפחות שבוע במיטה ולא לצאת לעבודה אבל הוא החליט בכל זאת לשחק באש ולצאת לעבוד כבר לאחר שלושה ימים.",שיחק באש,לשחק באש,125,133,25,27,33,פיגורטיבי,1,O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111000000000000000000000000000000000
87,test,he,inhouse,האבא שיחק באש כשהחליט להשאיר את הילדים לבד עם כלב מסוכן בבית.,שיחק באש,שיחק באש,5,13,1,3,12,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O O O O,0000011111111000000000000000000000000000000000000000000000000
88,train,he,inhouse,גברתי היקרה! את שיחקת באש עם המילים המטריסות שאמרת לה.,שיחק באש,שיחקת באש,16,25,3,5,10,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O O,000000000000000011111111100000000000000000000000000000
89,train,he,inhouse,הוא שיחק באש בניסיון להריץ קוד לא בטוח על השרת הראשי.,שיחק באש,שיחק באש,4,12,1,3,11,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O O O,00001111111100000000000000000000000000000000000000000
90,validation,he,inhouse,"חבר לעבודה שלי לא ממש אהב את המנהל, אבל הוא ממש הגזים והחליט לשחק באש כשבפגישה השבועית מול כל הצוות החליט לדבר בצורה כזאת אל המנהל שלנו.",שיחק באש,לשחק באש,61,69,13,15,27,פיגורטיבי,1,O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O,0000000000000000000000000000000000000000000000000000000000000111111110000000000000000000000000000000000000000000000000000000000000000000
91,train,he,inhouse,היא שיחקה באש כשהתעלמה מהאזהרות של המורה.,שיחק באש,שיחקה באש,4,13,1,3,7,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O,00001111111110000000000000000000000000000
92,train,he,inhouse,"אם אתה ממשיך לשחק באש ולנהל רומן במקום העבודה, תחשוב על ההשלכות הציבוריות, כי כשזה יתפרסם, לא רק הנישואים שלך יתפרקו אלא גם תדמיתך בתקשורת תישרף לגמרי.",שיחק באש,לשחק באש,13,21,3,5,27,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O,0000000000000111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
93,train,he,inhouse,"כשהם גנבו רעיון לפרויקט מגורים מול חברה מתחרה, ממש שיחקו באש.",שיחק באש,שיחקו באש,51,60,9,11,11,פיגורטיבי,1,O O O O O O O O O B-IDIOM I-IDIOM,0000000000000000000000000000000000000000000000000001111111110
94,test,he,inhouse,"הם שיחקו באש כשגנבו רעיון לפרויקט מגורים מהחברה המתחרה, והסתבכו בחקירה כלכלית גדולה שהובילה לדיון בכנסת ולסיקור תקשורתי נרחב על שחיתות בענף הבנייה.",שיחק באש,שיחקו באש,3,12,1,3,23,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95,train,he,inhouse,"כשהפוליטיקאי הבטיח הבטחות שלא יוכל לקיים לבוחריו, הוא שיחק באש אבל הוא עשה זאת בכוונה תחילה וידע למה הוא נכנס.",שיחק באש,שיחק באש,54,62,8,10,20,פיגורטיבי,1,O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O,00000000000000000000000000000000000000000000000000000011111111000000000000000000000000000000000000000000000000
96,train,he,inhouse,היא שיחקה באש כשניסתה לתמרן בין שני מחזרים באותו זמן,שיחק באש,שיחקה באש,4,13,1,3,10,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O O,0000111111111000000000000000000000000000000000000000
97,train,he,inhouse,"המנהל נזף בי קשות ואמר לי ""שיחקת באש כשהגבת בפזיזות בפייסבוק מול כולם""",שיחק באש,שיחקת באש,27,36,6,8,13,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM O O O O O,0000000000000000000000000001111111110000000000000000000000000000000000
98,validation,he,inhouse,"התלמיד שיחק באש כשהעתיק בבחינת הבגרות, ולא הבין שהמורים כבר עקבו אחריו דרך מצלמות, מה שהוביל לשלילת ציונו ושמועות מביכות במסדרון בקרב כל התלמידים.",שיחק באש,שיחק באש,7,15,1,3,24,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O,00000001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,train,he,inhouse,"אם החייל היה שומע לפקודה הברורה בשטח, לא היה מסתכן ככה, כי ברגע שאתה מתעלם מהפקודות במצב מבצעי אתה פשוט משחק באש וגורם לסכנת חיים של כל הצוות.",שיחק באש,משחק באש,104,112,20,22,28,פיגורטיבי,1,O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111000000000000000000000000000000
100,validation,he,inhouse,"אם את ממשיכה להמר על בריאותך, את פשוט משחקת באש.",שיחק באש,משחקת באש,38,47,8,10,10,פיגורטיבי,1,O O O O O O O O B-IDIOM I-IDIOM,000000000000000000000000000000000000001111111110
101,train,he,inhouse,כשזלזלו בהנחיות המורה בכיתה הם שיחקו באש,שיחק באש,שיחקו באש,31,40,5,7,7,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM,0000000000000000000000000000000111111111
102,validation,he,inhouse,"כשנתתי סיסמה אישית לאדם זר, שיחקתי באש.",שיחק באש,שיחקתי באש,28,38,5,7,7,פיגורטיבי,1,O O O O O B-IDIOM I-IDIOM,000000000000000000000000000011111111110
103,train,he,inhouse,המנהל שרצה להתנער מאשמה שיחק באש כשהאשים את עובדיו מול העיתונות,שיחק באש,שיחק באש,24,32,4,6,11,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM O O O O O,000000000000000000000000111111110000000000000000000000000000000
104,train,he,inhouse,"היא שיחקה באש כשהסתירה מידע רפואי מרופא המשפחה שלה, ובסוף אובחנה באיחור מסוכן שדרש ניתוח חירום – מקרה שפורסם גם בתוכנית תחקירים רפואית.",שיחק באש,שיחקה באש,4,13,1,3,23,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O,000011111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
105,train,he,inhouse,הוא שיחק באש כשהתגרה במאמן בדיוק לפני הגמר,שיחק באש,שיחק באש,4,12,1,3,8,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O,000011111111000000000000000000000000000000
106,train,he,inhouse,שיחקת באש כשבחרת לא להקשיב לעורך הדין שלך,שיחק באש,שיחקת באש,0,9,0,2,8,פיגורטיבי,1,B-IDIOM I-IDIOM O O O O O O,11111111100000000000000000000000000000000
107,train,he,inhouse,"אם בעלי המפעלים ימשיכו לשחק באש ולהתעלם מהמיתון הגלובלי, הם עלולים למצוא את עצמם בכותרות הכלכלה הבאות עם הודעת פשיטת רגל רועמת ואלפי מפוטרים.",שיחק באש,לשחק באש,23,31,4,6,24,פיגורטיבי,1,O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,000000000000000000000001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
108,test,he,inhouse,שיחקתי באש כשניסיתי להסתיר מהמשפחה את החובות שלי,שיחק באש,שיחקתי באש,0,10,0,2,8,פיגורטיבי,1,B-IDIOM I-IDIOM O O O O O O,111111111100000000000000000000000000000000000000
109,train,he,inhouse,החבר שיחק באש כשהתבדח בצורה פוגענית מול כל הכיתה,שיחק באש,שיחק באש,5,13,1,3,9,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O,000001111111100000000000000000000000000000000000
110,train,he,inhouse,"אם תמשיכי לדחות את בדיקת הלב החשובה שהרופא ביקש, הגוף שלך לא יחכה לנצח - את פשוט משחקת באש וברגע האמת יהיה מאוחר מדי להציל את המצב.",שיחק באש,משחקת באש,81,90,16,18,26,פיגורטיבי,1,O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O,00000000000000000000000000000000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000
111,train,he,inhouse,"כשהחוקרים ניסו לפרוץ לטכנולוגיה שלא הבינו עד הסוף, הם שיחקו באש, אך למרבה ההפתעה הניסוי הצליח ופתח תחום חדש לגמרי במחקר בינה מלאכותית.",שיחק באש,שיחקו באש,54,63,9,11,23,פיגורטיבי,1,O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O,00000000000000000000000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000000000000000000000
112,train,he,inhouse,הוא שיחק באש כשהתעסק עם רגשותיה של חברתו הקרובה,שיחק באש,שיחק באש,4,12,1,3,9,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O O,00001111111100000000000000000000000000000000000
113,train,he,inhouse,האם אתה מבין ששיחקת באש מול חברי הכנסת?,שיחק באש,ששיחקת באש,13,23,3,5,8,פיגורטיבי,1,O O O B-IDIOM I-IDIOM O O O,000000000000011111111110000000000000000
114,train,he,inhouse,"כשהתעמתה עם אחותה ביום החתונה היא שיחקה באש והאירוע האינטימי הפך לסערת רשת עם מאות תגובות, סרטונים, ומאמרי דעה בעיתונות.",שיחק באש,שיחקה באש,34,43,6,8,20,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O,000000000000000000000000000000000011111111100000000000000000000000000000000000000000000000000000000000000000000000000000
115,train,he,inhouse,"כשנכנסתי לעסקה עם האנשים שאיני מכיר בלי לבדוק את החוזה שיחקתי באש, ובדיעבד גיליתי שמדובר בהונאה מתוחכמת של רשת בינלאומית של נוכלים וזה גרם לי להפסד כואב אך שיעור יקר ערך.",שיחק באש,שיחקתי באש,55,65,10,12,31,פיגורטיבי,1,O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,00000000000000000000000000000000000000000000000000000001111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
116,train,he,inhouse,הם שיחקו באש כשהחליטו לעבור על כללי האתיקה,שיחק באש,שיחקו באש,3,12,1,3,8,פיגורטיבי,1,O B-IDIOM I-IDIOM O O O O O,000111111111000000000000000000000000000000
117,train,he,inhouse,כששיתפת מידע אישי ברשת לא מאובטחת שיחקת באש וסיכנת את הפרטיות שלך מבלי להבין זאת,שיחק באש,שיחקת באש,34,43,6,8,15,פיגורטיבי,1,O O O O O O B-IDIOM I-IDIOM O O O O O O O,00000000000000000000000000000000001111111110000000000000000000000000000000000000
